,q0,q1,q2,q3,q4,q5,q6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,-6.467024724042269e-05,0.00018964494689547584,0.00010347603344283739,4.047843627187308e-05,1.9248101974195197e-05,0.00021462078769856314,0.00018353372019719788
0.1,-0.0002560877122106544,0.0007509750256902841,0.0004097547450915884,0.00016029055989520588,7.622055905622065e-05,0.0008498768577494981,0.0007267751790723411
0.15000000000000002,-0.0005703918746087747,0.0016726692936188156,0.0009126590852995555,0.0003570199919061666,0.00016976834690156497,0.0018929563230257278,0.0016187682463624019
0.2,-0.0010037614072323743,0.002943521741344552,0.0016060747155839667,0.0006282748851070533,0.00029875410638748826,0.003331177366320245,0.0028486680215532145
0.25,-0.001552414175978557,0.00455244129296007,0.002483950008625977,0.0009716879240662951,0.00046205214361302275,0.005151988240346118,0.004405740833879479
0.30000000000000004,-0.0022126072398439374,0.0064884518059870385,0.003540296048270666,0.0013849163251184505,0.0006585484298989718,0.007342967267736483,0.006279364242324756
0.35000000000000003,-0.0029806368509246424,0.008740692071376214,0.004769186629527039,0.0018656418363642087,0.0008871406017879106,0.009891822841044548,0.008459027035621468
0.4,-0.00385283845441631,0.011298415813507452,0.006164758258568029,0.0024115707376703888,0.0011467379610441866,0.012786393422743597,0.010934329232250906
0.45,-0.004825586688614092,0.014150991690189695,0.007721210152730492,0.003020433840669941,0.001436261474653918,0.016014647545226985,0.01369498208044322
0.5,-0.005895295384912653,0.017287903292660993,0.009432804240515217,0.003689986488761946,0.001754643774824996,0.019564683810808135,0.016730808058177428
0.55,-0.007058417567806163,0.020698749145588457,0.011293865161586905,0.004418008557111613,0.002100829158987082,0.023424730891720546,0.020031740873181405
0.6000000000000001,-0.008311445454888312,0.024373242707068327,0.0132987802667742,0.005202304452650283,0.00247377358979161,0.027583147530117785,0.02358782546293189
0.65,-0.009650910456852294,0.0283012123686259,0.015441999618069652,0.006040703114075426,0.002872444695111785,0.03202842253807349,0.027389217994654484
0.7000000000000001,-0.011073383177490823,0.0324726014552156,0.017718035988629758,0.006931058011850644,0.0032958217680425844,0.03674917479758138,0.03142618586532367
0.75,-0.012575473413696118,0.036877468225220915,0.020121464862774923,0.007871247148205666,0.003742895766900757,0.041734153260555226,0.03568910770166275
0.8,-0.014153830155459918,0.041505985870454454,0.022646924435989493,0.00885917305713636,0.004212669315224824,0.04697223694882891,0.04016847336014395
0.8500000000000001,-0.015805141585873463,0.0463484425161579,0.025289115614921736,0.009892762804404712,0.004704156701775078,0.05245243495415634,0.04485488392698832
0.9,-0.017526135081127513,0.051395241221001996,0.028042802017383822,0.010969967987538843,0.00521638388053358,0.05816388643821152,0.04973905171816575
0.9500000000000001,-0.019313577210512335,0.056636899977086666,0.03090280997235189,0.01208876473583301,0.0057483884707041685,0.06409586063258853,0.05481180027939506
1.0,-0.021164273736417723,0.06206405170994084,0.033864028519965984,0.013247153710347598,0.006299219756712451,0.07023775683880151,0.0600640643861439
1.05,-0.023075069614332953,0.06766744427852257,0.03692140941153005,0.01444316010390911,0.0068679386882058045,0.07657910442828467,0.06548689004362875
1.1,-0.02504284899284684,0.07343794047521902,0.040069967109511995,0.0156748336411102,0.007453617880053382,0.08310956284239229,0.071071434486815
1.1500000000000001,-0.027064535213647694,0.07936651802584643,0.043304778787543644,0.016940248578309634,0.008055341612346101,0.08981892159239876,0.07680896618041688
1.2000000000000002,-0.029137090811523353,0.08544426958965011,0.04662098433042073,0.018237503703632318,0.008672205830396662,0.09669710025949849,0.0826908648188975
1.25,-0.03125751751436114,0.09166240275930448,0.050013786334102917,0.019564722336969285,0.009303318144739526,0.10373414849480593,0.08870862132646877
1.3,-0.03342285624314793,0.09801224006091312,0.05347845010571382,0.020920052329977703,0.009947797831130933,0.11092024601935577,0.09485383785709162
1.35,-0.03563018711197009,0.10448521895400857,0.05701030366354097,0.022301666066080868,0.01060477583054889,0.11824570262410257,0.10111822779447566
1.4000000000000001,-0.03787662942801347,0.11107289183155258,0.060604737737035806,0.023707760460468196,0.01127339474919318,0.12570095816992108,0.10749361575207947
1.4500000000000002,-0.04015934169156348,0.11776692601993595,0.06425720576681371,0.02513655696009525,0.011952808858485358,0.13327658258760613,0.11397193757311049
1.5,-0.042475521596005004,0.12455910377897847,0.06796322390465394,0.026586301543683716,0.012642184095068737,0.14096327587787244,0.1205452403305249
1.55,-0.04482240602782247,0.13144132230192923,0.07171837101349979,0.0280552647217214,0.013340698060808426,0.14875186811135513,0.12720568232702795
