,q0,q1,q2,q3,q4,q5,q6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,-0.013358007721679388,-0.0247482545872435,0.13036258486628594,0.002437940608530087,-0.14018490712109477,0.01407025476301449,-0.015592893689571063
0.1,-0.04043787102291557,-0.07551864297637767,0.39892805262052855,0.006475760776722961,-0.42896126488665587,0.04089053712312385,-0.04723052166798691
0.15000000000000002,-0.06818324544348137,-0.13014174321528404,0.6891004518870192,0.007918605579259053,-0.7408345759693802,0.06370603079001391,-0.07989375161476353
0.2,-0.09546280963362991,-0.1910488214713979,1.0073200008014793,0.004845337099868008,-1.0823988054004863,0.07991311905231946,-0.11301301092217386
0.25,-0.11847953779638598,-0.2595336813473281,1.3430846112033623,-0.004647174639340612,-1.441638218865533,0.08784159980914197,-0.14375830793109667
0.30000000000000004,-0.1301253817890194,-0.33349242545865465,1.656010786883717,-0.021879125164033786,-1.7740238900460081,0.08878403129132906,-0.16611388860499066
0.35000000000000003,-0.1210427961483207,-0.40141348131251586,1.8548309722930134,-0.04663323946658249,-1.9806806456774972,0.08868017756314295,-0.170396167392024
0.4,-0.08249102253977264,-0.41056024009753944,1.7037822373479683,-0.07011091016829396,-1.8111503668369244,0.0894482188769441,-0.13958409240188985
0.45,-0.03878375185080635,-0.39122832078828385,1.399490414569744,-0.09186339348815409,-1.4785093335851496,0.10059982422331082,-0.09842300195132214
0.5,0.001063885494673733,-0.36332939849464285,1.0525167760628795,-0.1150748913363342,-1.1013564919932772,0.11994345261476802,-0.05771990486015177
0.55,0.036503894994817376,-0.3323322036592069,0.6902862890845984,-0.14103405426828308,-0.7085774114252441,0.14243484293865905,-0.019139438451931667
0.6000000000000001,0.06889360030574387,-0.30176600920274854,0.31939045046329717,-0.1701063131886571,-0.3068023738054082,0.16474875150970014,0.017468582192621263
0.65,0.09984855172567253,-0.2736131124487784,-0.07024238769688385,-0.2014820564573594,0.11444728395642478,0.18509436104681143,0.052739093728910724
0.7000000000000001,0.12513894425154687,-0.24126240100813767,-0.47355316819083004,-0.2241382648185064,0.5468212531532624,0.1954909011945105,0.08307910653983175
0.75,0.12738139168009976,-0.19128089669234516,-0.7564303623122237,-0.2097379129740351,0.8417412232328436,0.17724255682333379,0.09335007313202137
0.8,0.11559566935829241,-0.14886021396135263,-0.8834006787392323,-0.1776816644756274,0.9665441508232231,0.1506248253302811,0.08841419171617293
0.8500000000000001,0.09444645211200059,-0.1120424464277292,-0.8604085509010573,-0.1362856577793542,0.9311444443600925,0.12015779910358404,0.0734348004705021
0.9,0.06846341339572765,-0.07820127429966739,-0.7091385145870599,-0.09312683449870851,0.7616336172487737,0.08748831292621162,0.05344357812824718
0.9500000000000001,0.041028556015473006,-0.046146650709477655,-0.4633546967675306,-0.05313205396414167,0.49523141607567656,0.05325711854913706,0.03199956515932634
