,q0,q1,q2,q3,q4,q5,q6
0.0,1.048613967417971,1.3817082361854593,-0.2344098078648127,0.7259469070775779,2.1503348326927787,-1.398973596588788,-0.9013122604449597
0.05,1.048563162410232,1.3830673622189138,-0.23447110300668655,0.7254289031850406,2.150453950437513,-1.3989469813157214,-0.9010423571605268
0.1,1.0484825647515377,1.3841812608583013,-0.2345602564618243,0.7251253465096456,2.15054786902885,-1.398865116163277,-0.9006918737156336
0.15000000000000002,1.0484002892875504,1.3848538952852139,-0.23464950658607472,0.7250187970491303,2.150613801343438,-1.3987552142706028,-0.9003670164707261
0.2,1.0483161884014842,1.3852143759288669,-0.2347281689828156,0.7249849072231689,2.1506765766284586,-1.3986132853591018,-0.9000756199484597
0.25,1.0482227965339945,1.3853550316600587,-0.23479266166084953,0.7249571520745578,2.150748150921363,-1.398416934653855,-0.8997902504832567
0.30000000000000004,1.048111500220352,1.385323517215073,-0.2348414391829722,0.724903940189741,2.1508333556563106,-1.3981385213766064,-0.8994767795901929
0.35000000000000003,1.0479740636650703,1.3851418053003752,-0.23487327378027725,0.724807743557577,2.1509347358072044,-1.3977503244716116,-0.8991033008221384
0.4,1.047802947838018,1.3848163762353503,-0.2348867411830072,0.7246566059247146,2.151054233379634,-1.3972260604469975,-0.8986421554061627
0.45,1.0475913078282006,1.3843442275934719,-0.23488013078227496,0.724440708002947,2.151193732727345,-1.3965411342288274,-0.8980697105600605
0.5,1.047332891814335,1.383716732215087,-0.23485149602368122,0.724150971397728,2.1513552133194103,-1.3956724952790471,-0.8973655493909088
0.55,1.0470219274579464,1.382922080233216,-0.23479873447716282,0.7237785560684294,2.15154075848917,-1.394598413650939,-0.8965116651115188
0.6000000000000001,1.046653027875872,1.381946790943215,-0.23471965891440758,0.7233147334070748,2.1517525198437846,-1.3932982809228105,-0.8954918292547228
0.65,1.0462211230419773,1.380776634836037,-0.2346120500930737,0.722750898688385,2.151992676388976,-1.3917524598954911,-0.8942911448202858
0.7000000000000001,1.0457214129267327,1.3793971893491623,-0.23447369244420727,0.7220786225552382,2.152263400894392,-1.3899421788805508,-0.8928957474980294
0.75,1.0451493367225055,1.3777941702133933,-0.23430239663229702,0.7212897032011474,2.152566835597538,-1.3878494594823618,-0.8912926124671636
0.8,1.0445005531337472,1.375953626743941,-0.23409601290123436,0.7203762074343806,2.152905075834532,-1.3854570673330446,-0.8894694318509646
0.8500000000000001,1.0437709279493064,1.3738620553281484,-0.2338524382707912,0.7193304992209338,2.153280159492071,-1.3827484777277796,-0.8874145376068813
0.9,1.0429565262676361,1.3715064640534733,-0.23356961975170046,0.7181452577550547,2.153694060417471,-1.3797078505943323,-0.8851168528465401
0.9500000000000001,1.0420536076319076,1.3688744083009854,-0.23324555502954827,0.716813487753711,2.1541486843904005,-1.3763200111636373,-0.882565860597413
1.0,1.0410586333905587,1.3659541619804543,-0.2328781342889942,0.7153284796716185,2.154645279103191,-1.3725708191585904,-0.8797516818938348
1.05,1.0399682821711764,1.362734266602953,-0.23246551209720645,0.7136840949731351,2.155186262442357,-1.3684458280508942,-0.876664806527716
1.1,1.0387793467310882,1.3592039841525199,-0.23200588234036007,0.7118741968023997,2.15577335668417,-1.3639317958720525,-0.8732962543321217
1.1500000000000001,1.0374888406420137,1.355353136097797,-0.23149745257300242,0.7098930830914608,2.1564081259693175,-1.359016135319869,-0.8696375826163681
1.2000000000000002,1.0360939686664243,1.3511721483136538,-0.23093845629180781,0.7077353919969043,2.1570920877613635,-1.3536868266935689,-0.8656808551482598
1.25,1.034592113750847,1.346652013095769,-0.23032715571229442,0.7053960949303161,2.15782669608515,-1.3479324212744166,-0.8614186318870098
1.3,1.0329808439770258,1.3417842815183385,-0.22966184145612628,0.702870483670907,2.1586133351890915,-1.3417420381612304,-0.8568439606589138
1.35,1.0312579130100015,1.336561057986129,-0.22894083038953528,0.7001541616655961,2.1594533153514424,-1.3351053577608876,-0.8519503704550554
